customer_id,cashier_id,type,time,day,price,payment_type
CUST000075,6,Books Stationery,13 39,Sunday,496.03,UPI
CUST000076,1,Electronics,00 19,Thursday,10497.15,UPI
CUST000077,4,Toys Games,23 40,Thursday,3303.05,CARD
CUST000078,2,Healthcare,12 10,Sunday,1585.94,UPI
CUST000079,4,Sports Fitness,09 42,Tuesday,6243.45,UPI
CUST000080,5,Healthcare,12 02,Sunday,794.73,CASH
CUST000081,6,Food,17 53,Saturday,317.21,CARD
CUST000082,5,Home Kitchen,21 38,Wednesday,7976.30,CARD
CUST000083,1,Healthcare,01 47,Thursday,152.21,CARD
CUST000084,1,Toys Games,07 09,Thursday,649.12,UPI
CUST000085,6,Electronics,04 24,Wednesday,7405.07,UPI
CUST000086,6,Books Stationery,01 50,Wednesday,1364.25,UPI
CUST000087,4,Home Kitchen,16 55,Saturday,317.95,UPI
CUST000088,1,Healthcare,13 50,Monday,3519.00,UPI
CUST000089,4,Fashion,04 16,Friday,888.83,CASH
CUST000090,4,Home Kitchen,12 27,Friday,1262.57,CASH
CUST000091,1,Toys Games,21 51,Monday,3006.79,CARD
CUST000092,2,Home Kitchen,11 32,Sunday,3603.43,CASH
CUST000093,3,Grocery,23 06,Wednesday,2051.75,CASH
CUST000094,3,Books Stationery,12 27,Monday,310.14,UPI
CUST000095,4,Food,08 31,Wednesday,323.60,CASH
CUST000096,2,Home Kitchen,06 06,Monday,8329.42,UPI
CUST000097,4,Home Kitchen,22 23,Wednesday,3728.88,CARD
CUST000098,4,Beauty Personal Care,17 49,Sunday,855.76,CASH
CUST000099,3,Electronics,06 55,Sunday,48170.44,CARD
CUST000100,1,Home Kitchen,16 51,Saturday,1396.59,CARD
CUST000101,3,Electronics,06 39,Thursday,8907.97,CARD
CUST000102,6,Home Kitchen,23 27,Friday,6374.25,CARD
CUST000103,6,Sports Fitness,08 15,Tuesday,13106.82,UPI
CUST000104,1,Fashion,21 50,Wednesday,2911.54,CASH
CUST000105,1,Fashion,06 36,Tuesday,4551.52,UPI
CUST000106,5,Sports Fitness,15 31,Tuesday,7041.38,CARD
CUST000107,1,Grocery,01 50,Tuesday,1282.41,CASH
CUST000108,3,Sports Fitness,14 05,Saturday,4136.37,UPI
CUST000109,6,Books Stationery,23 41,Wednesday,901.22,CASH
CUST000110,3,Food,08 07,Friday,465.16,UPI
CUST000111,2,Books Stationery,01 36,Wednesday,943.74,UPI
CUST000112,5,Books Stationery,22 12,Saturday,1986.99,CARD
CUST000113,3,Food,16 56,Sunday,439.47,CASH
CUST000114,1,Home Kitchen,02 35,Sunday,7667.18,CARD
CUST000115,3,Food,09 24,Wednesday,609.03,CASH
CUST000116,3,Toys Games,07 59,Saturday,3728.71,UPI
CUST000117,5,Healthcare,14 20,Tuesday,3738.94,CARD
CUST000118,5,Books Stationery,02 42,Wednesday,1966.01,CASH
CUST000119,6,Food,11 12,Wednesday,762.56,CASH
CUST000120,4,Fashion,11 15,Wednesday,1122.36,CASH
CUST000121,1,Healthcare,15 09,Thursday,4840.25,CARD
CUST000122,1,Books Stationery,04 19,Tuesday,1146.29,CARD
CUST000123,4,Sports Fitness,13 15,Monday,4101.90,UPI
CUST000124,4,Grocery,17 41,Sunday,1142.73,UPI
CUST000125,5,Healthcare,10 44,Saturday,1085.87,UPI
CUST000126,2,Beauty Personal Care,03 11,Thursday,2278.46,UPI
CUST000127,1,Fashion,01 32,Monday,1183.40,CASH
CUST000128,4,Grocery,09 02,Saturday,2211.43,UPI
CUST000129,3,Home Kitchen,19 39,Sunday,3063.93,CASH
CUST000130,1,Toys Games,22 00,Friday,1146.28,CASH
CUST000131,1,Grocery,00 53,Wednesday,218.17,UPI
CUST000132,2,Beauty Personal Care,21 38,Thursday,715.65,CASH
CUST000133,1,Fashion,00 28,Thursday,2429.16,CASH
CUST000134,1,Food,01 49,Monday,125.70,UPI
CUST000135,6,Beauty Personal Care,16 57,Sunday,1624.83,CASH
CUST000136,3,Beauty Personal Care,19 02,Thursday,2757.65,CASH
CUST000137,1,Grocery,10 28,Sunday,1110.41,CARD
CUST000138,6,Toys Games,20 36,Wednesday,3390.36,UPI
CUST000139,6,Grocery,02 23,Monday,1475.06,CARD
CUST000140,1,Fashion,22 42,Thursday,4080.36,CARD
CUST000141,3,Fashion,23 31,Saturday,1218.15,CARD
CUST000142,6,Healthcare,22 10,Monday,3552.79,CASH
CUST000143,1,Grocery,02 44,Tuesday,701.04,CASH
CUST000144,2,Grocery,03 32,Sunday,526.44,CARD
CUST000145,2,Healthcare,06 15,Friday,2698.01,CARD
CUST000146,6,Toys Games,10 25,Friday,2856.81,UPI
CUST000147,2,Electronics,08 41,Sunday,48074.56,CASH
CUST000148,3,Grocery,06 55,Monday,525.49,UPI
CUST000149,2,Food,02 25,Wednesday,539.44,UPI
CUST000150,5,Home Kitchen,17 52,Saturday,8749.52,UPI
CUST000151,4,Healthcare,04 26,Saturday,2218.94,UPI
CUST000152,1,Food,17 41,Saturday,738.49,UPI
CUST000153,5,Fashion,08 15,Wednesday,3241.35,UPI
CUST000154,4,Home Kitchen,12 29,Wednesday,8823.92,CARD
CUST000155,4,Food,04 47,Wednesday,673.72,CARD
CUST000156,5,Beauty Personal Care,13 22,Wednesday,841.95,UPI
CUST000157,1,Fashion,14 56,Wednesday,863.99,UPI
CUST000158,5,Toys Games,05 17,Sunday,2063.22,UPI
CUST000159,4,Healthcare,11 44,Sunday,4240.29,CARD
CUST000160,4,Sports Fitness,22 03,Thursday,14200.90,CARD
CUST000161,4,Sports Fitness,18 18,Friday,11602.95,UPI
CUST000162,6,Electronics,16 59,Monday,6738.83,CASH
CUST000163,6,Fashion,23 58,Friday,3275.93,UPI
CUST000164,1,Grocery,07 16,Saturday,2666.66,CARD
CUST000165,3,Toys Games,15 56,Wednesday,4177.24,CARD
CUST000166,5,Grocery,16 37,Sunday,2775.08,CASH
CUST000167,1,Beauty Personal Care,10 41,Tuesday,612.87,UPI
CUST000168,4,Healthcare,11 49,Thursday,2772.09,CASH
CUST000169,5,Healthcare,16 39,Monday,4214.19,UPI
CUST000170,6,Home Kitchen,17 36,Tuesday,4283.57,CARD
CUST000171,6,Grocery,19 40,Tuesday,773.69,CARD
CUST000172,1,Beauty Personal Care,04 43,Thursday,2456.10,CASH
CUST000173,6,Books Stationery,05 57,Thursday,458.38,UPI
CUST000174,5,Toys Games,11 40,Saturday,3861.93,CARD
CUST000175,5,Beauty Personal Care,06 42,Tuesday,2980.21,CASH
CUST000176,6,Fashion,12 36,Wednesday,4205.70,CARD
CUST000177,1,Electronics,18 45,Thursday,29528.88,CASH
CUST000178,4,Healthcare,18 17,Wednesday,3305.09,CARD
CUST000179,4,Books Stationery,00 06,Thursday,406.50,CASH
CUST000180,1,Beauty Personal Care,19 04,Wednesday,609.24,CARD
CUST000181,2,Sports Fitness,09 19,Thursday,8989.88,CARD
CUST000182,5,Healthcare,23 52,Monday,3687.68,CASH
CUST000183,5,Beauty Personal Care,03 41,Monday,2648.29,CASH
CUST000184,3,Books Stationery,19 21,Wednesday,375.83,CARD
CUST000185,3,Fashion,17 42,Tuesday,3014.04,UPI
CUST000186,5,Sports Fitness,15 48,Saturday,2834.08,CASH
CUST000187,4,Grocery,07 08,Wednesday,2508.10,CARD
CUST000188,3,Fashion,02 04,Thursday,3810.88,CARD
CUST000189,4,Home Kitchen,13 14,Tuesday,8784.50,CARD
CUST000190,5,Electronics,22 00,Saturday,29408.83,CARD
CUST000191,1,Sports Fitness,10 08,Tuesday,8874.26,CARD
CUST000192,1,Books Stationery,09 48,Wednesday,825.00,CARD
CUST000193,5,Fashion,14 27,Saturday,2239.19,CARD
CUST000194,1,Grocery,11 34,Tuesday,501.30,CASH
CUST000195,1,Books Stationery,23 45,Thursday,1416.37,UPI
CUST000196,3,Books Stationery,23 04,Saturday,310.68,UPI
CUST000197,6,Food,04 27,Wednesday,708.55,CARD
CUST000198,3,Healthcare,17 24,Tuesday,202.00,CARD
CUST000199,4,Grocery,10 09,Tuesday,363.05,CARD
CUST000200,2,Food,10 29,Tuesday,357.89,UPI
CUST000201,6,Healthcare,14 25,Saturday,2405.95,CARD
CUST000202,4,Electronics,19 58,Friday,2478.32,CASH
CUST000203,5,Grocery,20 27,Friday,155.48,CARD
CUST000204,1,Grocery,23 10,Monday,2151.95,CASH
CUST000205,2,Healthcare,00 03,Sunday,873.08,CASH
CUST000206,3,Books Stationery,23 02,Saturday,365.56,CARD
CUST000207,5,Fashion,09 19,Sunday,4098.01,CARD
CUST000208,5,Home Kitchen,08 23,Monday,928.73,UPI
CUST000209,4,Toys Games,15 11,Tuesday,1204.77,UPI
CUST000210,4,Healthcare,02 09,Monday,4844.91,CASH
CUST000211,4,Food,23 07,Thursday,368.24,CASH
CUST000212,2,Electronics,21 08,Tuesday,25903.22,UPI
CUST000213,6,Grocery,05 04,Tuesday,2178.33,CARD
CUST000214,1,Food,12 47,Sunday,596.30,CASH
CUST000215,1,Grocery,13 29,Friday,615.40,UPI
CUST000216,2,Fashion,12 15,Tuesday,4572.93,CARD
CUST000217,4,Grocery,05 09,Thursday,2313.21,CARD
CUST000218,6,Beauty Personal Care,16 19,Monday,274.50,CASH
CUST000219,2,Books Stationery,16 04,Friday,1721.08,CASH
CUST000220,6,Electronics,19 09,Thursday,11327.46,CARD
CUST000221,3,Electronics,00 57,Sunday,36561.93,CASH
CUST000222,5,Sports Fitness,02 35,Saturday,14370.03,CARD
CUST000223,6,Sports Fitness,02 39,Sunday,3844.78,CARD
CUST000224,4,Sports Fitness,13 36,Sunday,12097.27,CASH
CUST000225,6,Food,21 25,Friday,610.74,CARD
CUST000226,3,Toys Games,20 03,Sunday,4615.11,CASH
CUST000227,5,Grocery,16 20,Monday,2692.07,CASH
CUST000228,5,Sports Fitness,16 28,Thursday,1225.64,CARD
CUST000229,2,Beauty Personal Care,07 57,Tuesday,1367.87,UPI
CUST000230,2,Healthcare,17 47,Tuesday,4046.92,CASH
CUST000231,3,Grocery,06 00,Tuesday,1691.75,UPI
CUST000232,6,Books Stationery,20 37,Monday,414.49,UPI
CUST000233,3,Fashion,03 06,Sunday,1428.23,CASH
CUST000234,3,Toys Games,19 40,Wednesday,4137.53,UPI
CUST000235,2,Grocery,19 40,Sunday,403.37,CARD
CUST000236,3,Healthcare,09 38,Monday,1704.54,UPI
CUST000237,3,Home Kitchen,13 36,Friday,5743.33,CARD
CUST000238,3,Sports Fitness,01 44,Tuesday,5534.38,CARD
CUST000239,1,Food,23 45,Sunday,277.63,UPI
CUST000240,6,Beauty Personal Care,21 50,Friday,747.30,CARD
CUST000241,1,Food,12 06,Thursday,364.01,UPI
CUST000242,4,Food,23 08,Sunday,167.43,CASH
CUST000243,5,Healthcare,08 49,Wednesday,495.43,UPI
CUST000244,1,Electronics,03 03,Sunday,21902.39,CASH
CUST000245,1,Sports Fitness,11 07,Sunday,4249.64,CARD
CUST000246,1,Grocery,23 18,Tuesday,1011.28,CARD
CUST000247,1,Toys Games,21 51,Tuesday,1111.09,CARD
CUST000248,3,Food,18 44,Friday,637.40,CASH
CUST000249,2,Toys Games,17 09,Sunday,4979.11,CASH
CUST000250,1,Sports Fitness,04 19,Monday,2177.11,CASH
CUST000251,3,Books Stationery,20 21,Sunday,418.38,CARD
CUST000252,2,Fashion,12 14,Tuesday,2225.84,CARD
CUST000253,5,Food,05 22,Friday,646.18,UPI
CUST000254,4,Food,15 07,Monday,612.63,CARD
CUST000255,1,Grocery,20 27,Sunday,413.95,UPI
CUST000256,3,Beauty Personal Care,12 49,Sunday,2608.39,CARD
CUST000257,1,Sports Fitness,02 04,Friday,6071.29,UPI
CUST000258,3,Healthcare,14 57,Friday,2382.40,CASH
CUST000259,6,Sports Fitness,07 49,Tuesday,12547.47,UPI
CUST000260,2,Electronics,20 58,Wednesday,46713.86,UPI
CUST000261,4,Fashion,21 00,Thursday,4850.96,UPI
CUST000262,3,Beauty Personal Care,07 46,Friday,1926.64,CARD
CUST000263,5,Electronics,14 18,Sunday,10173.48,CASH
CUST000264,4,Sports Fitness,10 11,Friday,4987.88,UPI
CUST000265,1,Electronics,06 39,Saturday,48810.48,CASH
CUST000266,4,Fashion,08 27,Thursday,1648.10,CASH
CUST000267,6,Books Stationery,12 08,Tuesday,1843.39,CASH
CUST000268,4,Sports Fitness,06 54,Friday,14716.45,CARD
CUST000269,6,Toys Games,17 27,Sunday,1188.02,UPI
CUST000270,5,Grocery,15 38,Wednesday,1669.84,CARD
CUST000271,6,Fashion,10 51,Tuesday,1695.90,CARD
CUST000272,1,Home Kitchen,10 57,Tuesday,3338.41,UPI
CUST000273,1,Fashion,15 24,Friday,2219.94,UPI
CUST000274,6,Home Kitchen,23 30,Tuesday,5931.40,CASH
CUST000275,5,Beauty Personal Care,11 26,Monday,2494.66,UPI
CUST000276,2,Electronics,04 19,Sunday,47494.86,CARD
CUST000277,5,Fashion,06 40,Sunday,3331.55,CARD
CUST000278,2,Beauty Personal Care,09 18,Wednesday,229.52,CARD
CUST000279,1,Fashion,13 12,Friday,2370.84,CARD
CUST000280,4,Electronics,03 34,Thursday,40127.42,CARD
CUST000281,4,Toys Games,00 47,Thursday,523.75,UPI
CUST000282,1,Grocery,15 19,Tuesday,1110.97,CASH
CUST000283,2,Healthcare,19 00,Monday,2877.04,CASH
CUST000284,4,Toys Games,16 32,Saturday,3992.01,CASH
CUST000285,3,Books Stationery,16 35,Friday,1705.10,CARD
CUST000286,2,Toys Games,19 09,Tuesday,4711.54,CARD
CUST000287,5,Beauty Personal Care,02 44,Monday,941.01,CARD
CUST000288,2,Food,12 52,Tuesday,175.88,UPI
CUST000289,3,Healthcare,20 11,Tuesday,3387.58,CARD
CUST000290,3,Books Stationery,15 51,Saturday,1861.81,CARD
CUST000291,4,Home Kitchen,08 15,Tuesday,7209.54,CASH
CUST000292,3,Sports Fitness,04 24,Thursday,13651.34,CARD
CUST000293,4,Toys Games,16 59,Wednesday,2225.05,CASH
CUST000294,4,Healthcare,16 50,Thursday,360.74,CARD
CUST000295,6,Toys Games,11 44,Tuesday,2852.36,UPI
CUST000296,1,Beauty Personal Care,14 19,Thursday,1054.85,UPI
CUST000297,2,Electronics,09 50,Wednesday,30688.05,CARD
CUST000298,2,Beauty Personal Care,16 56,Saturday,392.51,CASH
CUST000299,4,Home Kitchen,23 34,Saturday,1043.85,UPI
CUST000300,4,Food,01 48,Thursday,674.09,CASH
CUST000301,5,Healthcare,08 02,Sunday,3551.65,CASH
CUST000302,1,Healthcare,04 57,Friday,432.51,CARD
CUST000303,4,Fashion,14 09,Wednesday,624.47,UPI
CUST000304,2,Books Stationery,18 42,Thursday,1775.26,CASH
CUST000305,4,Home Kitchen,21 23,Monday,6864.26,UPI
CUST000306,4,Books Stationery,11 13,Tuesday,998.80,CASH
CUST000307,2,Beauty Personal Care,03 06,Monday,2578.99,CASH
CUST000308,5,Sports Fitness,16 18,Monday,13130.48,CASH
CUST000309,5,Sports Fitness,00 45,Saturday,3455.34,UPI
CUST000310,6,Food,23 22,Tuesday,412.81,UPI
CUST000311,1,Books Stationery,13 08,Friday,1561.05,CASH
CUST000312,1,Electronics,09 08,Tuesday,11634.43,CARD
CUST000313,5,Food,19 37,Friday,627.98,CARD
CUST000314,5,Sports Fitness,00 23,Friday,10083.29,CARD
CUST000315,4,Healthcare,22 48,Wednesday,1422.56,UPI
CUST000316,4,Food,12 00,Wednesday,292.01,CARD
CUST000317,3,Fashion,07 06,Thursday,4678.58,CASH
CUST000318,6,Home Kitchen,19 09,Tuesday,7273.52,UPI
CUST000319,4,Fashion,04 27,Wednesday,1947.62,CASH
CUST000320,3,Home Kitchen,01 17,Wednesday,4009.36,CARD
CUST000321,4,Beauty Personal Care,21 01,Friday,2154.69,CASH
CUST000322,1,Home Kitchen,15 48,Friday,4032.75,UPI
CUST000323,5,Home Kitchen,06 49,Monday,3172.81,CARD
CUST000324,1,Grocery,23 35,Saturday,840.53,CASH
CUST000325,5,Electronics,04 35,Saturday,26855.56,CASH
CUST000326,6,Beauty Personal Care,13 49,Sunday,677.27,UPI
CUST000327,4,Electronics,08 53,Sunday,23331.55,UPI
CUST000328,2,Food,14 38,Thursday,529.94,CARD
CUST000329,3,Sports Fitness,17 08,Sunday,7138.07,CASH
CUST000330,1,Fashion,13 13,Wednesday,726.33,UPI
CUST000331,1,Healthcare,23 51,Monday,2341.83,CARD
CUST000332,1,Sports Fitness,02 46,Tuesday,10945.50,UPI
CUST000333,1,Electronics,23 20,Sunday,41054.09,CASH
CUST000334,3,Grocery,03 44,Wednesday,1120.58,CARD
CUST000335,6,Books Stationery,08 12,Thursday,347.25,CARD
CUST000336,5,Sports Fitness,13 04,Friday,4783.05,UPI
CUST000337,6,Beauty Personal Care,04 20,Wednesday,2055.44,CASH
CUST000338,5,Fashion,01 22,Thursday,3923.83,UPI
CUST000339,1,Books Stationery,09 02,Wednesday,746.30,CASH
CUST000340,3,Toys Games,21 47,Thursday,394.24,UPI
CUST000341,2,Healthcare,14 16,Thursday,1110.10,CARD
CUST000342,2,Grocery,23 37,Tuesday,1326.44,CARD
CUST000343,3,Beauty Personal Care,17 22,Friday,2842.00,UPI
CUST000344,4,Fashion,06 52,Saturday,2730.83,CASH
CUST000345,1,Food,00 30,Friday,286.35,CARD
CUST000346,5,Beauty Personal Care,07 30,Monday,935.57,CASH
CUST000347,4,Sports Fitness,05 24,Friday,11346.79,CASH
CUST000348,3,Grocery,21 52,Wednesday,1334.87,UPI
CUST000349,4,Healthcare,02 55,Sunday,4212.50,UPI
CUST000350,5,Books Stationery,13 09,Saturday,1989.28,CASH
CUST000351,4,Home Kitchen,17 03,Monday,7971.60,CARD
CUST000352,2,Books Stationery,02 56,Tuesday,1009.02,CARD
CUST000353,6,Beauty Personal Care,21 48,Saturday,379.49,CASH
CUST000354,3,Fashion,16 50,Monday,1202.34,CASH
CUST000355,5,Beauty Personal Care,17 24,Monday,465.18,UPI
CUST000356,6,Electronics,21 26,Saturday,30166.49,CARD
CUST000357,5,Electronics,21 39,Thursday,2429.71,UPI
CUST000358,3,Beauty Personal Care,21 28,Wednesday,2771.82,UPI
CUST000359,2,Toys Games,12 38,Sunday,4140.34,UPI
CUST000360,1,Books Stationery,07 56,Thursday,194.66,UPI
CUST000361,2,Sports Fitness,19 42,Saturday,8968.49,CARD
CUST000362,5,Home Kitchen,14 53,Saturday,7026.34,CARD
CUST000363,6,Grocery,15 21,Wednesday,602.67,CASH
CUST000364,5,Home Kitchen,09 11,Wednesday,424.90,UPI
CUST000365,4,Sports Fitness,03 01,Tuesday,7524.67,CASH
CUST000366,3,Home Kitchen,04 58,Sunday,2329.35,CASH
CUST000367,3,Fashion,04 54,Friday,2190.25,UPI
CUST000368,1,Food,03 26,Thursday,596.80,CARD
CUST000369,1,Food,00 55,Wednesday,394.67,UPI
CUST000370,2,Beauty Personal Care,02 01,Wednesday,829.32,UPI
CUST000371,3,Electronics,14 18,Sunday,10818.70,CARD
CUST000372,3,Food,05 09,Tuesday,151.59,UPI
CUST000373,6,Home Kitchen,02 14,Saturday,1234.64,CASH
CUST000374,1,Beauty Personal Care,16 32,Saturday,514.80,CARD
CUST000375,4,Beauty Personal Care,02 27,Friday,2664.45,CARD
CUST000376,6,Grocery,10 14,Friday,1893.26,CARD
CUST000377,2,Home Kitchen,01 51,Saturday,5384.50,CARD
CUST000378,2,Electronics,02 55,Monday,23518.35,CARD
CUST000379,4,Fashion,01 41,Wednesday,996.14,CASH
CUST000380,3,Toys Games,16 00,Saturday,1022.70,CARD
CUST000381,6,Grocery,06 16,Thursday,712.00,UPI
CUST000382,4,Electronics,23 45,Sunday,41905.16,UPI
CUST000383,6,Sports Fitness,04 10,Wednesday,5132.48,CASH
CUST000384,2,Home Kitchen,22 55,Sunday,7809.69,UPI
CUST000385,6,Food,01 59,Sunday,775.45,CARD
CUST000386,4,Beauty Personal Care,09 34,Wednesday,651.27,UPI
CUST000387,3,Beauty Personal Care,07 47,Friday,1689.97,UPI
CUST000388,6,Fashion,18 21,Thursday,4967.80,UPI
CUST000389,6,Grocery,01 16,Monday,1321.21,UPI
CUST000390,1,Sports Fitness,12 47,Thursday,4503.39,CARD
CUST000391,6,Toys Games,07 38,Thursday,2109.51,CARD
CUST000392,2,Books Stationery,00 22,Wednesday,754.67,CASH
CUST000393,6,Books Stationery,07 24,Thursday,353.45,UPI
CUST000394,3,Books Stationery,09 07,Tuesday,1760.79,UPI
CUST000395,3,Beauty Personal Care,16 06,Wednesday,1873.81,UPI
CUST000396,5,Electronics,10 06,Saturday,9698.48,UPI
CUST000397,2,Grocery,08 49,Friday,2401.24,UPI
CUST000398,3,Electronics,03 14,Wednesday,10358.09,UPI
CUST000399,1,Grocery,23 28,Monday,2830.41,UPI
CUST000400,4,Grocery,01 19,Sunday,2800.76,CASH
CUST000401,5,Home Kitchen,06 21,Thursday,618.12,CASH
CUST000402,2,Grocery,23 35,Monday,2010.90,CARD
CUST000403,4,Fashion,17 33,Wednesday,3422.10,UPI
CUST000404,5,Beauty Personal Care,20 25,Wednesday,496.40,UPI
CUST000405,5,Beauty Personal Care,04 06,Wednesday,2864.39,CARD
CUST000406,2,Books Stationery,02 33,Thursday,1662.08,CASH
CUST000407,3,Fashion,03 06,Friday,1628.97,CASH
CUST000408,3,Beauty Personal Care,10 10,Tuesday,2497.83,CASH
CUST000409,4,Beauty Personal Care,23 49,Monday,1010.13,CASH
CUST000410,6,Electronics,08 44,Thursday,26454.02,CARD
CUST000411,4,Food,06 33,Wednesday,590.96,CARD
CUST000412,2,Home Kitchen,00 06,Saturday,6735.54,UPI
CUST000413,5,Toys Games,16 52,Friday,2918.23,UPI
CUST000414,1,Sports Fitness,11 11,Wednesday,1288.52,UPI
CUST000415,5,Electronics,00 40,Tuesday,25036.00,CARD
CUST000416,1,Food,03 31,Friday,189.11,CASH
CUST000417,3,Fashion,10 45,Monday,4441.55,CARD
CUST000418,1,Food,11 12,Friday,392.16,UPI
CUST000419,6,Healthcare,22 39,Saturday,374.84,CASH
CUST000420,5,Electronics,20 31,Friday,5712.89,UPI
CUST000421,1,Home Kitchen,13 59,Thursday,1965.02,CASH
CUST000422,6,Home Kitchen,17 29,Saturday,5144.34,CASH
CUST000423,2,Home Kitchen,14 43,Sunday,2959.72,UPI
CUST000424,6,Grocery,22 46,Monday,2644.50,UPI
CUST000425,3,Toys Games,22 51,Sunday,2012.90,UPI
CUST000426,2,Beauty Personal Care,18 29,Saturday,2918.27,UPI
CUST000427,3,Food,16 47,Sunday,284.05,UPI
CUST000428,2,Grocery,01 56,Tuesday,1642.75,CASH
CUST000429,6,Beauty Personal Care,05 46,Friday,2074.48,CASH
CUST000430,4,Home Kitchen,01 15,Thursday,9320.29,CARD
CUST000431,2,Toys Games,09 35,Monday,2777.93,UPI
CUST000432,2,Books Stationery,18 50,Tuesday,494.67,CASH
CUST000433,5,Sports Fitness,07 30,Thursday,3032.87,UPI
CUST000434,6,Healthcare,11 35,Friday,173.85,CASH
